,name,films,tv_shows,short_films,allies,enemies,park_attractions,films_count,tv_shows_count,short_films_count,park_attractions_count,enemies_count,allies_count
263,Mrs. Herman,['Who Framed Roger Rabbit'],,"['Who Framed Roger Rabbit', 'Tummy Trouble', 'Trail Mix-Up', 'Roller Coaster Rabbit']",,,,1,0,4,0,0,0
264,Bagheera,"['The Jungle Book', 'The Jungle Book 2', ""The Jungle Book: Mowgli's Story"", ""Rudyard Kipling's The Jungle Book"", 'The Jungle Book (2016 film)']","['Jungle Cubs', 'House of Mouse']",,,,"['Journey into the Jungle Book', 'World of Color']",5,2,0,2,0,0
265,Bella Bailey,,['The Evermoor Chronicles'],,,,,0,1,0,0,0,0
266,Baker's Wife,['Into the Woods'],,,,,,1,0,0,0,0,0
267,Sir Bartleby,,['Sofia the First'],,,,,0,1,0,0,0,0
268,Grandpa Beagle,,,,,,,0,0,0,0,0,0
269,Becky Little,,['Pepper Ann'],,,,,0,1,0,0,0,0
270,Beelzebub,['Who Framed Roger Rabbit'],,['Trick or Treat (cartoon)'],,,,1,0,1,0,0,0
271,Phillium Benedict,"[""Recess: School's Out""]",,,,,,1,0,0,0,0,0
272,Carole Bennet,"['The Love Bug', 'The Love Bug (1997 film)']",,,,,,2,0,0,0,0,0
273,A.B.E.,,,,,,,0,0,0,0,0,0
274,Ace,['Leroy & Stitch'],"['Lilo & Stitch: The Series', 'Stitch!']",,,,,1,2,0,0,0,0
275,Addison,"['Zombies', 'Zombies 2', 'Zombies 3']","[""Addison's Moonstone Mystery (page does not exist)""]",,,,,3,1,0,0,0,0
276,Aladar,['Dinosaur'],,,,,['DINOSAUR'],1,0,0,1,0,0
277,Alchemy,,['W.I.T.C.H. (TV series)'],,,,,0,1,0,0,0,0
278,Ally,,['Descendants: Wicked World'],,,,,0,1,0,0,0,0
279,Princess Amber,"['Sofia the First: Once Upon a Princess', 'Elena and the Secret of Avalor']","['Sofia the First', 'Elena of Avalor']",,,,,2,2,0,0,0,0
280,Ammand the Corsair,"[""Pirates of the Caribbean: At World's End""]",,,,,,1,0,0,0,0,0
281,Chef Andre,,['Sofia the First'],,,,,0,1,0,0,0,0
282,Andre Dupas,"['Nikki, Wild Dog of the North']",,,,,,1,0,0,0,0,0
283,Brooke Angels,['Princess Protection Program'],,,,,,1,0,0,0,0,0
284,Anna and Fontana,['The Princess Diaries'],,,,,,1,0,0,0,0,0
285,Anti-Heroes Club,,,,,,,0,0,0,0,0,0
286,April,,,,,,,0,0,0,0,0,0
287,Arbutus,,['Aladdin (TV series)'],,,,,0,1,0,0,0,0
288,Arnold Mousenegger and Sugar Ray Lizard,,"[""Chip 'n Dale Rescue Rangers""]",,,,,0,1,0,0,0,0
289,Lord Ascot,"['Alice in Wonderland (2010 film)', 'Alice Through the Looking Glass']",,,,,,2,0,0,0,0,0
290,Attila,"['Tangled', 'Tangled: Before Ever After']",['Tangled: The Series'],['Tangled Ever After'],,,['Wishes (Disney Fantasy)'],2,1,1,1,0,0
291,Aunt Ena,"['Bambi (film)', 'Bambi II']",,,,,,2,0,0,0,0,0
292,Aurora,"['Sleeping Beauty', 'Oliver & Company', 'The Little Mermaid', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains"", 'Disney Princess Enchanted Tales: Follow Your Dreams', 'Maleficent (film)', 'Ralph Breaks the Internet', 'Maleficent: Mistress of Evil']","['Mickey Mouse Works', 'House of Mouse', 'A Poem Is...', 'Once Upon a Time', 'Sofia the First']",,,,"['Sleeping Beauty Castle', 'Le Château de la Belle au Bois Dormant', 'Fantasmic!', 'Dream Along With Mickey', 'World of Color', 'Cinderella Castle Mystery Tour', ""Mickey's Soundsational Parade"", ""Walt Disney's Parade of Dreams"", 'The Golden Mickeys', ""Mickey's Once Upon a Christmastime Parade"", 'A Christmas Fantasy Parade', 'Jubilation!', 'Celebrate a Dreams Come True Parade', 'Princess Fairytale Hall', 'Parade of the Stars', 'Disney Dreams!']",9,5,0,16,0,0
293,Seb Bailey,,['The Evermoor Chronicles'],,,,,0,1,0,0,0,0
294,Adam Banks,"['The Mighty Ducks', 'D2: The Mighty Ducks', 'D3: The Mighty Ducks']",['The Mighty Ducks: Game Changers'],,,,,3,1,0,0,0,0
295,Baron Von Steamer,,['Big Hero 6: The Series'],,,,,0,1,0,0,0,0
296,Bartholomew,,['Timon & Pumbaa'],,,,,0,1,0,0,0,0
297,Ben Baxter,,['Phineas and Ferb'],,,,,0,1,0,0,0,0
298,Victor Baxter,,"[""That's So Raven"", 'Cory in the House', ""Raven's Home""]",,,,,0,3,0,0,0,0
299,Becca Embarcadero,,['Fillmore!'],,,,,0,1,0,0,0,0
300,Amber Addison,,['Hannah Montana'],,,,,0,1,0,0,0,0
301,Cutler Beckett,"[""Pirates of the Caribbean: Dead Man's Chest"", ""Pirates of the Caribbean: At World's End""]",,,,,,2,0,0,0,0,0
302,Claire Addison,['Genius'],,,,,,1,0,0,0,0,0
303,Behemoth,['The Nightmare Before Christmas'],,,,,,1,0,0,0,0,0
304,Assistant Mayor Bellwether,['Zootopia'],,,,,['Wonderful World of Animation'],1,0,0,1,0,0
305,Admirals Watson and Crick,,['Miles from Tomorrowland'],,,,,0,1,0,0,0,0
306,Adorable Norm,,['Goldie & Bear'],,,,,0,1,0,0,0,0
307,Andromeda,['The Parent Trap'],,,,,,1,0,0,0,0,0
308,Aneesa,['Disney Princess Enchanted Tales: Follow Your Dreams'],,,,,,1,0,0,0,0,0
309,Angelica,['Pollyanna'],,,,,,1,0,0,0,0,0
310,Duke Anoi,,['The Proud Family'],,,,,0,1,0,0,0,0
311,Armando,['Elena and the Secret of Avalor'],['Elena of Avalor'],,,,,1,1,0,0,0,0
312,Armpit,['Holes'],,,,,,1,0,0,0,0,0
313,Thomas Ayerton,['In Search of the Castaways'],,,,,,1,0,0,0,0,0
314,Agent B,,['The Replacements'],,,,,0,1,0,0,0,0
315,Bad Boy,"[""Mickey's House of Villains""]",['Mickey Mouse Works'],,,,,1,1,0,0,0,0
316,Dr. Badger,['Zootopia'],,,,,,1,0,0,0,0,0
317,Lora Baines,"['Tron', 'Tron: Legacy']",,,,,,2,0,0,0,0,0
318,Baitmouse,['The Rescuers Down Under'],,,,,,1,0,0,0,0,0
319,Baker's Father,['Into the Woods'],,,,,,1,0,0,0,0,0
320,Bambi's mother,"['Bambi (film)', 'The Sword in the Stone', 'The Jungle Book', 'The Rescuers', 'Who Framed Roger Rabbit', 'Beauty and the Beast (1991 film)', 'Bambi II']",['A Poem Is...'],['No Hunting'],,,['World of Color'],7,1,1,1,0,0
321,Barb,['Snow Dogs'],,,,,,1,0,0,0,0,0
322,Becky Barnes,"[""The Sorcerer's Apprentice""]",,,,,,1,0,0,0,0,0
323,Barry and Bob,['Home on the Range'],,,,,,1,0,0,0,0,0
324,Basi's Pod,['The Lion Guard: Return of the Roar'],['The Lion Guard'],,,,,1,1,0,0,0,0
325,Baymax,"['Big Hero 6', 'Zootopia', 'Moana (film)', 'Ralph Breaks the Internet', 'Frozen II']","['Big Hero 6: The Series', 'At Home With Olaf', 'Baymax!']",['Frozen Fever'],,,"['World of Color', 'Disney Dreams!', 'Disney in the Stars', 'Ignite the Dream: A Nighttime Spectacular of Magic and Light', 'Happily Ever After (fireworks show)', 'The Happy Ride with Baymax']",5,3,1,6,0,0
326,Babydoll Beagle,,['DuckTales'],,,,,0,1,0,0,0,0
327,Bouffant Beagle,,['DuckTales'],,,,,0,1,0,0,0,0
328,Beck,,['Tron: Uprising'],,,,,0,1,0,0,0,0
329,Beeza,,['Wander Over Yonder'],,,,,0,1,0,0,0,0
330,Belle,"['The Muppet Christmas Carol', 'A Christmas Carol']",,,,,,2,0,0,0,0,0
331,Benjamin Stahlbaum,['The Nutcracker and the Four Realms'],,,,,,1,0,0,0,0,0
332,Queen Abigail,,['Elena of Avalor'],,,,,0,1,0,0,0,0
333,Adora,,['Star Darlings'],,,,,0,1,0,0,0,0
334,Agent X,,['Quack Pack'],,,,,0,1,0,0,0,0
335,Akbar,,['Aladdin (TV series)'],,,,,0,1,0,0,0,0
336,Aladar's Mother,['Dinosaur'],,,,,,1,0,0,0,0,0
337,Alexander Nitrokoff,,,,,,['The Haunted Mansion (attraction)'],0,0,0,1,0,0
338,"Alice, Rose, and Margaret","[""Rudyard Kipling's The Jungle Book""]",,,,,,1,0,0,0,0,0
339,Amber,,['Andi Mack'],,,,,0,1,0,0,0,0
340,Ankylosaurus,"['Fantasia', 'Dinosaur']",['Miles from Tomorrowland'],,,,,2,1,0,0,0,0
341,Anthony the Weasel,,['Tangled: The Series'],,,,,0,1,0,0,0,0
342,"April, May, and June",,"['House of Mouse', 'Legend of the Three Caballeros', 'DuckTales (2017 series)']",,,,,0,3,0,0,0,0
343,"Arata, Hideo, and Yumi",,['Penn Zero: Part-Time Hero'],,,,,0,1,0,0,0,0
344,Archmage,,['Gargoyles'],,,,,0,1,0,0,0,0
345,Arlo,"['The Good Dinosaur', 'Monsters University', 'Inside Out', 'Ralph Breaks the Internet', 'Toy Story 4']",,,,,,5,0,0,0,0,0
346,Asgardian Gods,,['Hercules (TV series)'],,,,,0,1,0,0,0,0
347,Astra,,['Star Darlings'],,,,,0,1,0,0,0,0
348,Athena,['Hercules (film)'],['Hercules (TV series)'],,,,,1,1,0,0,0,0
349,Audrey,"['Descendants', 'Descendants 3', 'Descendants: The Royal Wedding']",['Descendants: Wicked World'],"[""Audrey's Royal Return: A Descendants Short Story""]",,,,3,1,1,0,0,0
350,Aunt Bridget,,['The Evermoor Chronicles'],,,,,0,1,0,0,0,0
351,Ayam Aghoul,,['Aladdin (TV series)'],,,,,0,1,0,0,0,0
352,Azaad,,['The Lion Guard'],,,,,0,1,0,0,0,0
353,Baby Earl,,['Timon & Pumbaa'],,,,,0,1,0,0,0,0
354,Baby Panda,,['Mickey Mouse (TV series)'],,,,,0,1,0,0,0,0
355,The Baker,,,['The Small One'],,,,0,0,1,0,0,0
356,Baliyo,,['The Lion Guard'],,,,,0,1,0,0,0,0
357,Ballerina,['Fantasia 2000'],['House of Mouse'],,,,,1,1,0,0,0,0
358,Balloony,,['Phineas and Ferb'],,,,,0,1,0,0,0,0
359,Lady Bane,,['Adventures of the Gummi Bears'],,,,,0,1,0,0,0,0
360,Banshee,"[""Darby O'Gill and the Little People""]",,,,,,1,0,0,0,0,0
361,Fang Barbarian,,['Dave the Barbarian'],,,,,0,1,0,0,0,0
362,Chelsea Barnes,['Princess Protection Program'],,,,,,1,0,0,0,0,0
363,Bash and Bella,,['Big City Greens'],,,,,0,1,0,0,0,0
364,Bayard,"['Alice in Wonderland (2010 film)', 'Alice Through the Looking Glass']",,,,,,2,0,0,0,0,0
365,Dr. Sara Bellum,,['Darkwing Duck'],,,,,0,1,0,0,0,0
366,Abis Mal's Thugs,"['The Return of Jafar', 'Aladdin and the King of Thieves']",['Aladdin (TV series)'],,,,,2,1,0,0,0,0
367,627,,"['Lilo & Stitch: The Series', 'Stitch!']",,,,,0,2,0,0,0,0
368,9-Eye,,,,,,['The Timekeeper'],0,0,0,1,0,0
369,Addison,,['The Suite Life on Deck'],,,,,0,1,0,0,0,0
370,Air Pirates,,"['TaleSpin', 'DuckTales (2017 series)']",,,,,0,2,0,0,0,0
371,Akita,,['DuckTales (2017 series)'],,,,,0,1,0,0,0,0
372,Alacazar,['Elena and the Secret of Avalor'],['Elena of Avalor'],,,,,1,1,0,0,0,0
373,Albert the Monkey,,,,,,['Mystic Manor'],0,0,0,1,0,0
374,Alex,['Lemonade Mouth'],,,,,,1,0,0,0,0,0
375,Alexander,,['Hercules (TV series)'],,,,,0,1,0,0,0,0
376,All Hands and Mr. Starfish,,"[""Chip 'n Dale Rescue Rangers""]",,,,,0,1,0,0,0,0
377,Alley Dogs,['Oliver & Company'],,,,,,1,0,0,0,0,0
378,Prince Alonso,,['Elena of Avalor'],,,,,0,1,0,0,0,0
379,Liv Amara,,['Big Hero 6: The Series'],,,,,0,1,0,0,0,0
380,An Yu,,['PJ Masks'],,,,,0,1,0,0,0,0
381,Anna,"['Frozen', 'Frozen II', 'Ralph Breaks the Internet']","[""It's a Small World: The Animated Series"", 'Once Upon a Time', 'Frozen: Northern Lights']","['Frozen Fever', 'The Art of Keeping Cool', ""Olaf's Frozen Adventure"", 'Once Upon a Snowman']",,,"['World of Color', 'Disney Dreams!', 'Celebrate the Magic', 'Festival of Fantasy Parade', 'Princess Fairytale Hall', ""Mickey's Soundsational Parade"", ""Mickey's Once Upon a Christmastime Parade"", 'A Christmas Fantasy Parade', 'A Frozen Holiday Wish', 'Paint the Night Parade', 'Fantasmic!', 'Frozen Ever After', 'Mickey and the Wondrous Book', ""Mickey's Royal Friendship Faire"", 'Frozen: Live at the Hyperion', ""Mickey's Storybook Express"", 'Golden Fairytale Fanfare', 'Ignite the Dream: A Nighttime Spectacular of Magic and Light', 'Once Upon a Time (Tokyo Disneyland)', 'Happily Ever After (fireworks show)', ""It's a Small World""]",3,3,4,21,0,0
382,Antonia Bello,,['Elena of Avalor'],,,,,0,1,0,0,0,0
383,Aunt Arctic,,,,,,,0,0,0,0,0,0
384,Aunt Bethie,,['Marsupilami (TV series)'],,,,,0,1,0,0,0,0
385,Aurora the Telescope,,"['Doc McStuffins', 'The Doc Files']",,,,,0,2,0,0,0,0
386,Ava,,['T.O.T.S.'],,,,,0,1,0,0,0,0
387,Aziz,,['Aladdin (TV series)'],,,,,0,1,0,0,0,0
388,Baby Parasaurolophus,['Dinosaur'],,,,,,1,0,0,0,0,0
389,Baby Penguin,['The Little Mermaid II: Return to the Sea'],,,,,,1,0,0,0,0,0
390,Baby Red Bird,,['Mickey Mouse Clubhouse'],,,,,0,1,0,0,0,0
391,Baby Weems,['The Reluctant Dragon'],,,,,,1,0,0,0,0,0
392,Badlands Dan,,['Wander Over Yonder'],,,,,0,1,0,0,0,0
393,Bambadee,,,,,,,0,0,0,0,0,0
394,Bando,['Homeward Bound II: Lost in San Francisco'],,,,,,1,0,0,0,0,0
395,Professor Bannister,,['Phineas and Ferb'],,,,,0,1,0,0,0,0
396,Dave Barbarian,,['Dave the Barbarian'],,,,,0,1,0,0,0,0
397,Barry,,['Amphibia'],,,,,0,1,0,0,0,0
398,Basil of Baker Street,"['The Great Mouse Detective', 'Once Upon a Halloween']","['Darkwing Duck', 'House of Mouse', 'A Poem Is...']",,,,,2,3,0,0,0,0
399,Belle's mother,['Beauty and the Beast (2017 film)'],['Once Upon a Time'],,,,['Enchanted Tales with Belle'],1,1,0,1,0,0
400,Adira,,['Tangled: The Series'],,,,,0,1,0,0,0,0
401,Akela,"['The Jungle Book', ""The Jungle Book: Mowgli's Story"", 'The Jungle Book (2016 film)']",['Jungle Cubs'],,,,,3,1,0,0,0,0
402,Aletheia,,['DuckTales (2017 series)'],,,,,0,1,0,0,0,0
403,Amal,,['Aladdin (TV series)'],,,,,0,1,0,0,0,0
404,Andromeda,,['Big City Greens'],,,,,0,1,0,0,0,0
405,Antauri,,['Super Robot Monkey Team Hyperforce Go!'],,,,,0,1,0,0,0,0
406,Antonio,,['The Suite Life of Zack & Cody'],,,,,0,1,0,0,0,0
407,Aoshima,,['Gravity Falls'],,,,,0,1,0,0,0,0
408,Apollo,['Fantasia'],,,,,,1,0,0,0,0,0
409,Arabella,,['101 Dalmatian Street'],,,,,0,1,0,0,0,0
410,Arachnid,,,,,,,0,0,0,0,0,0
411,Archbishop of Canterbury,['The Story of Robin Hood and His Merrie Men'],,,,,,1,0,0,0,0,0
412,Arthur Chaney,['Air Bud'],,,,,,1,0,0,0,0,0
413,Ash Delgado,,['Elena of Avalor'],,,,,0,1,0,0,0,0
414,Askari,,['The Lion Guard'],,,,,0,1,0,0,0,0
415,Baby Baboon,['Tarzan'],['The Legend of Tarzan'],,,,,1,1,0,0,0,0
416,Balloon,['Winnie the Pooh (film)'],,,,,,1,0,0,0,0,0
417,Banagi,['King of the Jungle'],,,,,,1,0,0,0,0,0
418,Bananas B,,['American Dragon: Jake Long'],,,,,0,1,0,0,0,0
419,Bandits,['Mulan II'],,,,,,1,0,0,0,0,0
420,Raven Baxter,,"[""That's So Raven"", 'Cory in the House', 'The Suite Life of Zack & Cody', 'Sonny with a Chance', ""Raven's Home""]",,,,,0,5,0,0,0,0
421,Jimmy Bean,['Pollyanna'],,,,,,1,0,0,0,0,0
422,The Bear,['The Fox and the Hound'],,,,,,1,0,0,0,0,0
423,Bees,"['The Many Adventures of Winnie the Pooh', ""Pooh's Grand Adventure: The Search for Christopher Robin"", 'The Tigger Movie', ""Piglet's Big Movie"", 'Winnie the Pooh (film)', 'Christopher Robin (film)']","['The New Adventures of Winnie the Pooh', 'The Book of Pooh']","['Winnie the Pooh and the Honey Tree', 'Winnie the Pooh and a Day for Eeyore']",,,"['The Many Adventures of Winnie the Pooh (attraction)', ""Pooh's Hunny Hunt""]",6,2,2,2,0,0
424,Bellhops,,,,,,['The Twilight Zone Tower of Terror'],0,0,0,1,0,0
425,Ben,"['Descendants', 'Descendants 2', 'Descendants 3', 'Descendants: The Royal Wedding']",['Descendants: Wicked World'],,,,,4,1,0,0,0,0
426,Abigail,,['Once Upon a Time'],,,,,0,1,0,0,0,0
427,Absolem,"['Alice in Wonderland (2010 film)', 'Alice Through the Looking Glass']",,,,,,2,0,0,0,0,0
428,Abu,"['Aladdin (film)', 'The Return of Jafar', 'Aladdin and the King of Thieves', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", 'Disney Princess Enchanted Tales: Follow Your Dreams', 'Aladdin (2019 film)']","['Aladdin (TV series)', 'Hercules (TV series)', 'House of Mouse']",,,,"['Garden of the Twelve Friends', 'Voyage to the Crystal Grotto']",6,3,0,2,0,0
429,Aconcagua,['Saludos Amigos'],,,,,,1,0,0,0,0,0
430,Airiels,,['Adventures of the Gummi Bears'],,,,,0,1,0,0,0,0
431,Alley Cats,['The Aristocats'],['House of Mouse'],,,,,1,1,0,0,0,0
432,Mr. Almaden,,['Fillmore!'],,,,,0,1,0,0,0,0
433,Aly San San,,,,,,['Star Tours: The Adventures Continue'],0,0,0,1,0,0
434,Anda and Kata,['Brother Bear 2'],,,,,,1,0,0,0,0,0
435,Mr. Anderson,['Toy Story 4'],,,,,,1,0,0,0,0,0
436,Angel,"[""Lady and the Tramp II: Scamp's Adventure""]",,,,,,1,0,0,0,0,0
437,Angry and Red,,['Tangled: The Series'],,,,,0,1,0,0,0,0
438,"Annette, Collette, and Danielle","['Lady and the Tramp', ""Lady and the Tramp II: Scamp's Adventure"", 'Lady and the Tramp (2019 film)']",,,,,,3,0,0,0,0,0
439,Annie,['Annie (1999 film)'],,,,,,1,0,0,0,0,0
440,Armand,,['Aladdin (TV series)'],,,,,0,1,0,0,0,0
441,Armored Chess Pieces,['Alice in Wonderland (2010 film)'],,,,,,1,0,0,0,0,0
442,Army of Scar,,['The Lion Guard'],,,,,0,1,0,0,0,0
443,Hamish Ascot,"['Alice in Wonderland (2010 film)', 'Alice Through the Looking Glass']",,,,,,2,0,0,0,0,0
444,The Auctioneer,"[""Pirates of the Caribbean: At World's End""]",,['Pirates of the Caribbean: Tales of the Code: Wedlocked'],,,['Pirates of the Caribbean (attraction)'],1,0,1,1,0,0
445,Austin Gorg,['Holes'],,,,,,1,0,0,0,0,0
446,B.E.N.,['Treasure Planet'],['Movie Surfers'],,,,,1,1,0,0,0,0
447,Babe,"['Who Framed Roger Rabbit', 'Tall Tale']",['Phineas and Ferb'],['Paul Bunyan'],,,['Garden of the Twelve Friends'],2,1,1,1,0,0
448,Babi,['Treasure Buddies'],,,,,,1,0,0,0,0,0
449,Baby Cavenpuss,,"[""Milo Murphy's Law""]",,,,,0,1,0,0,0,0
450,Kangaroo Joey,,,"[""Mickey's Kangaroo""]",,,,0,0,1,0,0,0
451,Baby Shelby,,"['Mickey Mouse Works', 'House of Mouse']",,,,,0,2,0,0,0,0
452,Backwater Jack,,['Quack Pack'],,,,,0,1,0,0,0,0
453,Ballerina,,['Sofia the First'],,,,,0,1,0,0,0,0
454,The Balloon Lady,['Mary Poppins Returns'],,,,,,1,0,0,0,0,0
455,Jane Banks,"['Mary Poppins (film)', 'Mary Poppins Returns']",,,,,,2,0,0,0,0,0
456,Winifred Banks,"['Mary Poppins (film)', 'Mary Poppins Returns', 'Saving Mr. Banks']",,,,,,3,0,0,0,0,0
457,Baroness Bonbon,,['The 7D'],,,,,0,1,0,0,0,0
458,"Doctor Elizabeth ""Liz"" Bartlett",['The Cat from Outer Space'],,,,,,1,0,0,0,0,0
459,Bashful,"['Snow White and the Seven Dwarfs', 'Who Framed Roger Rabbit', 'Flubber', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains"", ""Teacher's Pet (film)"", 'The Lion King 1½']","['Walt Disney anthology series', 'House of Mouse', 'Once Upon a Time', 'The 7D', 'Mickey Mouse (TV series)']","['The Standard Parade', 'Seven Wise Dwarves', 'All Together', 'The Winged Scourge']",,,"[""Snow White's Scary Adventures"", 'Fantasmic!', ""Walt Disney's Parade of Dreams"", 'Mickey Mouse Revue', 'Main Street Electrical Parade', 'SpectroMagic', ""Mickey's Once Upon a Christmastime Parade"", 'Light Magic', 'A Christmas Fantasy Parade', 'Festival of Fantasy Parade', 'Seven Dwarfs Mine Train', 'Parade of the Stars']",7,5,4,12,0,0
460,Bastet,,['Hercules: The Animated Series'],,,,,0,1,0,0,0,0
461,Beatrice and Daphne,['Cinderella II: Dreams Come True'],,,,,,1,0,0,0,0,0
462,Beauty Smith,['White Fang'],,,,,,1,0,0,0,0,0
463,Ben and Lon,['Pocahontas (film)'],,,,,,1,0,0,0,0,0
464,Gator Adams,,['Dog With a Blog'],,,,,0,1,0,0,0,0
465,Alberta Falls,,,,,,"['Skipper Canteen', 'Jungle Cruise']",0,0,0,2,0,0
466,Alice,"['Alice in Wonderland (1951 film)', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains"", 'Once Upon a Halloween', 'Ralph Breaks the Internet']","['Walt Disney anthology series', 'The Mouse Factory', 'Adventures in Wonderland', 'House of Mouse', 'A Poem Is...', 'Once Upon a Time in Wonderland', 'Once Upon a Time', 'At Home With Olaf']",,,,"['Alice in Wonderland (Disneyland attraction)', ""Alice's Curious Labyrinth"", 'Mad Tea Party', 'Mickey Mouse Revue', ""Walt Disney's Parade of Dreams"", 'Fantasmic!', 'Main Street Electrical Parade', 'SpectroMagic', 'Celebrate a Dreams Come True Parade', 'Disney Stars and Motorcars Parade', ""Mickey's Boo-to-You Halloween Parade"", ""Mickey's Once Upon a Christmastime Parade"", 'Festival of Fantasy Parade', 'Parade of the Stars', 'Once Upon a Time (Tokyo Disneyland)', 'Happiness is Here Parade', 'Disney Stars on Parade', 'Dreaming Up!']",5,8,0,18,0,0
467,Alice's Sister,['Alice in Wonderland (1951 film)'],"['Once Upon a Time in Wonderland', 'Princess Academy']",,,,,1,2,0,0,0,0
468,Alucard Grigorian,,['Big City Greens'],,,,,0,1,0,0,0,0
469,Amelia,,['Kim Possible'],,,,,0,1,0,0,0,0
470,Amunet,,['DuckTales (2017 series)'],,,,,0,1,0,0,0,0
471,Anamaria,['Pirates of the Caribbean: The Curse of the Black Pearl'],,,,,,1,0,0,0,0,0
472,Councilor Andam,,['American Dragon: Jake Long'],,,,,0,1,0,0,0,0
473,Andy Ape,,['Darkwing Duck'],,,,,0,1,0,0,0,0
474,Andy Stanley,,,,,,,0,0,0,0,0,0
475,Annabel Banks,['Mary Poppins Returns'],,,,,,1,0,0,0,0,0
476,Queen Anne,['Pocahontas II: Journey to a New World'],,,,,,1,0,0,0,0,0
477,Aracuan Bird,"['The Three Caballeros', 'Melody Time', 'Who Framed Roger Rabbit']","['Mickey Mouse Works', 'House of Mouse', 'Legend of the Three Caballeros']",['Clown of the Jungle'],,,"['Gran Fiesta Tour Starring the Three Caballeros', ""Mickey's Soundsational Parade""]",3,3,1,2,0,0
478,Ariel,"['The Little Mermaid', 'The Little Mermaid II: Return to the Sea', ""The Little Mermaid: Ariel's Beginning"", 'A Goofy Movie', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains"", 'Once Upon a Halloween', 'The Return of Jafar', 'Aladdin and the King of Thieves', 'Cinderella III: A Twist in Time', 'Tangled', 'Ralph Breaks the Internet', 'Aladdin (2019 film)', 'Frozen II', 'The Little Mermaid (live-action film)']","['The Little Mermaid (TV series)', ""Little Mermaid's Island"", '101 Dalmatians: The Series', 'House of Mouse', 'A Poem Is...', 'Once Upon a Time', 'Sofia the First', 'The Wonderful World of Disney: The Little Mermaid Live!']",,,,"['Cranium Command', ""The Little Mermaid: Ariel's Undersea Adventure"", ""Mickey's Soundsational Parade"", 'World of Color', 'Voyage of the Little Mermaid', 'Sorcerers of the Magic Kingdom', ""It's a Small World"", ""Mickey's PhilharMagic"", 'Fantasmic!', 'The Golden Mickeys', 'Disney Stars and Motorcars Parade', 'Celebrate a Dreams Come True Parade', 'SpectroMagic', ""Mickey's Once Upon a Christmastime Parade"", 'A Christmas Fantasy Parade', ""Walt Disney's Parade of Dreams"", 'Festival of Fantasy Parade', 'Remember... Dreams Come True', 'Wishes', 'Parade of the Stars', 'Paint the Night Parade', 'Voyage to the Crystal Grotto', 'Golden Fairytale Fanfare', 'Ignite the Dream: A Nighttime Spectacular of Magic and Light', ""Peter Pan's Flight""]",15,8,0,25,0,0
479,Princess Astrid,,['Sofia the First'],,,,,0,1,0,0,0,0
480,Aunt Cass,"['Big Hero 6', 'Ralph Breaks the Internet']",['Big Hero 6: The Series'],,,,,2,1,0,0,0,0
481,Aunt Rose and Uncle Chuck,,['Penn Zero: Part-Time Hero'],,,,,0,1,0,0,0,0
482,B.O.B.,['The Black Hole'],,,,,,1,0,0,0,0,0
483,B.O.Y.D.,,['DuckTales (2017 series)'],,,,,0,1,0,0,0,0
484,Baby Booby,,"[""Chip 'n Dale Rescue Rangers""]",,,,,0,1,0,0,0,0
485,Bacchus,['Fantasia'],['House of Mouse'],,,,,1,1,0,0,0,0
486,Big Bad Wolf,"['Cri-Crí ""el grillito cantor""', 'Who Framed Roger Rabbit', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains""]","['Walt Disney anthology series', 'The Mickey Mouse Club', 'The Mouse Factory', 'Raw Toonage', 'Bonkers', 'House of Mouse', 'Have a Laugh!', 'Once Upon a Time', 'The 7D', 'Mickey Mouse (TV series)', 'The Wonderful World of Mickey Mouse']","['The Three Little Pigs', 'Old King Cole', 'The Big Bad Wolf (1934 short)', 'Three Little Wolves', 'The Practical Pig', ""Mickey's Polo Team"", 'Toby Tortoise Returns', 'The Standard Parade', 'The Thrifty Pig', ""Mickey's Christmas Carol""]",,,"['Mickey Mouse Revue', 'SpectroMagic', ""Mickey's Boo-to-You Halloween Parade"", 'Fantasmic!', 'Parade of the Stars', ""Mickey's WaterWorks"", 'Fantasy Gardens', 'Villains Night Out!']",4,11,10,8,0,0
487,Coco Banana,,['Kim Possible'],,,,,0,1,0,0,0,0
488,Candy Barbarian,,['Dave the Barbarian'],,,,,0,1,0,0,0,0
489,Baron Von Sheldgoose,,['Legend of the Three Caballeros'],,,,,0,1,0,0,0,0
490,Baroness Von Hellman,['Cruella'],,,,,,1,0,0,0,0,0
491,Elton Bates,['Freaky Friday (2003)'],,,,,,1,0,0,0,0,0
492,Bats Biker,,['Gravity Falls'],,,,,0,1,0,0,0,0
493,Beacon Joe,"[""Pirates of the Caribbean: Dead Man's Chest""]",,,,,"['Pirates of the Caribbean', 'Mark Twain Riverboat']",1,0,0,2,0,0
